station,year,month,precip,t_med,t_min,t_max,spei_1,spei_3,spei_6,spei_12,spei_24,month_sin,month_cos,t_med_anom,t_min_anom,t_max_anom,precip_anom,precip_lag1,precip_lag3,t_med_lag1,t_med_lag3,precip_roll3,drought_class
Bravicea,2012,2,28.0,-0.5,-4.8,3.6,0.725277,1.201594,1.704817,2.225008,2.085039,0.866025403784439,0.5,0.8567,0.72,0.8733,-1.7967,93.4,86.1,0.7,5.8,43.73333333333333,Wet
Bravicea,2012,3,30.4,5.1,0.3,9.8,0.227571,1.374117,1.695062,2.336046,2.045303,1.0,0.0,1.2867,1.5467,1.0067,-5.3467,28.0,9.8,-0.5,4.5,50.6,Wet
Bravicea,2012,4,15.1,12.4,6.9,17.9,-0.888498,0.033141,1.081912,1.798742,2.014277,0.866025403784439,-0.5,1.34,1.8167,0.79,-24.7,30.4,93.4,5.1,0.7,24.5,Normal
Bravicea,2012,5,25.4,15.1,9.2,20.7,-0.957444,-0.73243,0.334984,1.514068,1.719257,0.5,-0.866025403784439,-0.71,-0.7467,-1.1267,-33.63,15.1,28.0,12.4,-0.5,23.633333333333336,Normal
Bravicea,2012,6,40.3,17.8,12.4,24.4,-0.92728,-1.257842,0.084149,0.171924,1.626723,0.0,-1.0,-1.77,-1.2133,-1.16,-32.9733,25.4,30.4,15.1,5.1,26.933333333333334,Dry
Bravicea,2012,7,24.7,21.1,15.4,26.4,-1.618898,-1.590145,-1.105223,-0.053132,1.662103,-0.5,-0.866025403784439,-0.81,-0.59,-1.57,-41.9967,40.3,15.1,17.8,12.4,30.13333333333333,Dry
Bravicea,2012,8,89.0,21.9,15.9,27.5,-0.319691,-1.299992,-1.443152,0.267313,0.98225,-0.866025403784438,-0.5,0.7733,0.8833,0.2833,40.54,24.7,25.4,21.1,15.1,51.333333333333336,Dry
Bravicea,2012,9,57.1,13.9,8.4,20.2,-0.14517,-0.944163,-1.563692,0.127956,0.924007,-1.0,-0.0,-2.3233,-1.7867,-1.9933,15.74,89.0,40.3,21.9,17.8,56.93333333333334,Normal
Bravicea,2012,10,26.6,8.2,4.1,14.0,-0.188262,-0.29328,-1.337245,-0.285641,1.044302,-0.866025403784439,0.5,-1.7733,-0.95,-0.9933,-6.7633,57.1,24.7,13.9,21.1,57.56666666666666,Normal
Bravicea,2012,11,17.0,4.2,-1.1,9.4,0.035814,-0.13154,-1.016037,-0.740972,0.967553,-0.5,0.866025403784438,0.2867,0.08,0.4933,-23.54,26.6,89.0,8.2,21.9,33.56666666666667,Normal
Bravicea,2012,12,23.7,-0.9,-5.3,2.8,0.63263,0.222329,-0.511582,-0.469711,0.891348,-0.0,1.0,0.0867,-0.2267,-0.3267,-12.0033,17.0,57.1,4.2,13.9,22.433333333333334,Normal
Bravicea,2013,1,34.1,-0.8,-5.5,3.6,0.856706,0.697748,0.288997,-0.885544,0.98987,0.5,0.866025403784439,2.1667,1.48,2.6,-4.8033,23.7,26.6,-0.9,8.2,24.933333333333337,Normal
Bravicea,2013,2,29.4,-2.4,-5.8,1.2,0.755441,1.02515,0.636681,-0.875111,0.986604,0.866025403784439,0.5,-1.0433,-0.28,-1.5267,-0.3967,34.1,17.0,-0.8,4.2,29.066666666666663,Wet
Bravicea,2013,3,72.8,7.1,2.2,11.9,0.925652,1.158463,0.982972,-0.63366,1.244067,1.0,0.0,3.2867,3.4467,3.1067,37.0533,29.4,23.7,-2.4,-0.9,45.43333333333334,Wet
Bravicea,2013,4,30.5,9.8,3.7,16.1,-0.276599,0.642854,0.954405,-0.422017,1.0062,0.866025403784439,-0.5,-1.26,-1.3833,-1.01,-9.3,72.8,34.1,7.1,-0.8,44.23333333333333,Normal
Bravicea,2013,5,39.2,12.5,6.0,18.5,-0.380019,0.126265,0.81993,-0.222298,0.944147,0.5,-0.866025403784439,-3.31,-3.9467,-3.3267,-19.83,30.5,29.4,9.8,-2.4,47.5,Normal
Bravicea,2013,6,107.9,18.7,12.6,25.1,0.432255,-0.098212,0.755131,0.247937,0.307295,0.0,-1.0,-0.87,-1.0133,-0.46,34.6267,39.2,72.8,12.5,7.1,59.20000000000001,Normal
Bravicea,2013,7,119.1,19.8,14.3,25.9,0.555066,0.280163,0.657584,0.999865,0.692128,-0.5,-0.866025403784439,-2.11,-1.69,-2.07,52.4033,107.9,30.5,18.7,9.8,88.73333333333335,Normal
Bravicea,2013,8,250.4,20.2,14.2,26.5,3.340929,1.973047,1.493698,2.265996,1.850982,-0.866025403784438,-0.5,-0.9267,-0.8167,-0.7167,201.94,119.1,39.2,19.8,12.5,159.13333333333333,Wet
Bravicea,2013,9,12.3,15.6,9.7,20.9,-1.293558,1.18787,0.776034,1.868793,1.459072,-1.0,-0.0,-0.6233,-0.4867,-1.2933,-29.06,250.4,107.9,20.2,18.7,127.26666666666667,Wet
Bravicea,2013,10,48.6,9.6,4.4,14.7,0.134924,0.996723,0.909115,1.980576,1.238624,-0.866025403784439,0.5,-0.3733,-0.65,-0.2933,15.2367,12.3,119.1,15.6,19.8,103.76666666666667,Normal
Bravicea,2013,11,29.7,2.6,-1.9,7.6,0.48181,-0.304063,1.18782,2.134837,1.018719,-0.5,0.866025403784438,-1.3133,-0.72,-1.3067,-10.84,48.6,250.4,9.6,20.2,30.200000000000003,Normal
Bravicea,2013,12,23.5,-0.8,-4.7,3.6,0.628321,0.570316,1.251225,2.133346,1.215762,-0.0,1.0,0.1867,0.3733,0.4733,-12.2033,29.7,12.3,2.6,15.6,33.93333333333333,Normal
Bravicea,2014,1,36.5,-3.4,-7.1,0.6,0.908416,0.922224,1.365494,2.151232,0.925096,0.5,0.866025403784439,-0.4333,-0.12,-0.4,-2.4033,23.5,48.6,-0.8,9.6,29.900000000000002,Normal
Bravicea,2014,2,45.4,0.5,-3.6,4.9,1.046308,1.179048,0.623443,2.251836,1.0062,0.866025403784439,0.5,1.8567,1.92,2.1733,15.6033,36.5,29.7,-3.4,2.6,35.13333333333333,Wet
Bravicea,2014,3,24.5,4.3,-0.6,9.4,0.186634,0.978098,1.102118,1.996226,0.995857,1.0,0.0,0.4867,0.6467,0.6067,-11.2467,45.4,23.5,0.5,-0.8,35.46666666666667,Normal
Bravicea,2014,4,10.0,9.6,4.0,15.7,-0.696741,0.247815,0.833168,1.850907,1.044302,0.866025403784439,-0.5,-1.46,-1.0833,-1.41,-29.8,24.5,36.5,4.3,-3.4,26.633333333333336,Normal
Bravicea,2014,5,143.5,13.0,6.9,19.6,1.813336,0.596782,1.263767,2.609543,1.744295,0.5,-0.866025403784439,-2.81,-3.0467,-2.2267,84.47,10.0,45.4,9.6,0.5,59.333333333333336,Normal
Bravicea,2014,6,38.8,18.7,13.0,25.1,-1.056555,0.031181,0.718899,2.094595,1.711636,0.0,-1.0,-0.87,-0.6133,-0.46,-34.4733,143.5,24.5,13.0,4.3,64.10000000000001,Normal
Bravicea,2014,7,32.3,19.6,14.2,26.1,-1.293558,-0.240347,0.006809,1.455195,1.793828,-0.5,-0.866025403784439,-2.31,-1.79,-1.87,-34.3967,38.8,10.0,18.7,9.6,71.53333333333335,Normal
Bravicea,2014,8,37.8,18.1,12.9,23.5,-1.013463,-1.526429,-0.659295,-0.050897,1.618558,-0.866025403784438,-0.5,-3.0267,-2.1167,-3.7167,-10.66,32.3,143.5,19.6,13.0,36.3,Dry
Bravicea,2014,9,49.5,15.8,10.0,21.4,-0.513602,-1.279407,-0.885743,0.218873,1.525479,-1.0,-0.0,-0.4233,-0.1867,-0.7933,8.14,37.8,38.8,18.1,18.7,39.86666666666667,Dry
Bravicea,2014,10,20.7,7.3,2.1,13.1,-0.218426,-0.790265,-0.731062,0.096657,1.517859,-0.866025403784439,0.5,-2.6733,-2.95,-1.8933,-12.6633,49.5,32.3,15.8,19.6,36.0,Normal
Bravicea,2014,11,25.9,5.2,-0.3,9.5,0.119842,-0.274656,-1.278717,-0.02854,1.539087,-0.5,0.866025403784438,1.2867,0.88,0.5933,-14.64,20.7,37.8,7.3,18.1,32.03333333333333,Normal
Bravicea,2014,12,41.8,-0.4,-4.6,3.9,1.022608,0.424259,-0.606342,0.107835,1.637609,-0.0,1.0,0.5867,0.4733,0.7733,6.0967,25.9,49.5,5.2,15.8,29.466666666666665,Normal
Bravicea,2015,1,48.2,-2.8,-6.8,1.4,1.160501,1.051616,0.18727,0.195026,1.714358,0.5,0.866025403784439,0.1667,0.18,0.4,9.2967,41.8,20.7,-0.4,7.3,38.63333333333333,Wet
Bravicea,2015,2,13.5,-2.5,-6.4,1.4,0.412864,1.18493,0.648526,-0.024069,1.627811,0.866025403784439,0.5,-1.1433,-0.88,-1.3267,-16.2967,48.2,25.9,-2.8,5.2,34.5,Wet
Bravicea,2015,3,4.5,4.6,-0.9,8.8,-0.276599,0.593842,0.72517,-0.184291,1.324081,1.0,0.0,0.7867,0.3467,0.0067,-31.2467,13.5,41.8,-2.5,-0.4,22.066666666666666,Normal
Bravicea,2015,4,58.3,11.2,4.7,17.0,0.171552,0.143909,0.851284,0.116033,1.4373,0.866025403784439,-0.5,0.14,-0.3833,-0.11,18.5,4.5,48.2,4.6,-2.8,25.433333333333334,Normal
Bravicea,2015,5,68.2,15.0,8.3,22.0,-0.024514,-0.055081,0.804601,-0.519641,1.527112,0.5,-0.866025403784439,-0.81,-1.6467,0.1733,9.17,58.3,13.5,11.2,-2.5,43.666666666666664,Normal
Bravicea,2015,6,12.4,20.0,12.7,25.6,-1.765409,-0.73243,-0.097009,-0.764819,0.971907,0.0,-1.0,0.43,-0.9133,0.04,-60.8733,68.2,4.5,15.0,4.6,46.300000000000004,Normal
Bravicea,2015,7,159.9,19.5,13.7,25.4,1.46645,-0.143303,0.001931,0.18981,1.202154,-0.5,-0.866025403784439,-2.41,-2.29,-2.57,93.2033,12.4,58.3,20.0,11.2,80.16666666666667,Normal
Bravicea,2015,8,10.9,17.7,12.9,23.6,-1.549952,-0.837317,-0.632818,0.00425,-0.033449,-0.866025403784438,-0.5,-3.4267,-2.1167,-3.6167,-37.56,159.9,68.2,19.5,15.0,61.06666666666667,Normal
Bravicea,2015,9,19.9,13.2,8.2,19.9,-0.871261,-0.430515,-0.825125,-0.119457,0.073238,-1.0,-0.0,-3.0233,-1.9867,-2.2933,-21.46,10.9,12.4,17.7,20.0,63.56666666666667,Normal
Bravicea,2015,10,14.7,9.5,4.2,14.5,-0.584703,-1.363708,-1.069688,-0.246145,-0.108565,-0.866025403784439,0.5,-0.4733,-0.85,-0.4933,-18.6633,19.9,159.9,13.2,19.5,15.166666666666666,Dry
Bravicea,2015,11,22.9,3.8,-1.1,8.6,0.206025,-0.564808,-0.995135,-0.216336,-0.178237,-0.5,0.866025403784438,-0.1133,0.08,-0.3067,-17.64,14.7,10.9,9.5,17.7,19.166666666666664,Normal
Bravicea,2015,12,23.9,0.5,-4.2,4.9,0.583075,0.096857,-0.235664,-0.368361,-0.189668,-0.0,1.0,1.4867,0.8733,1.7733,-11.8033,22.9,19.9,3.8,13.2,20.499999999999996,Normal
Bravicea,2016,1,9.7,-3.9,-8.3,0.5,0.33099,0.513462,-0.602858,-0.655271,-0.335545,0.5,0.866025403784439,-0.9333,-1.32,-0.5,-29.2033,23.9,14.7,0.5,9.5,18.833333333333332,Normal
Bravicea,2016,2,26.0,-0.4,-5.0,3.1,0.682186,0.730096,0.118987,-0.562119,-0.427535,0.866025403784439,0.5,0.9567,0.52,0.3733,-3.7967,9.7,22.9,-3.9,3.8,19.866666666666664,Normal
Bravicea,2016,3,50.6,4.0,-1.1,8.5,0.781296,0.820278,0.653404,-0.196215,-0.277303,1.0,0.0,0.1867,0.1467,-0.2933,14.8533,26.0,23.9,-0.4,0.5,28.76666666666667,Normal
Bravicea,2016,4,40.9,9.6,3.7,16.2,-0.030978,0.655597,0.832471,-0.266266,-0.109109,0.866025403784439,-0.5,-1.46,-1.3833,-0.91,1.1,50.6,9.7,4.0,-3.9,39.166666666666664,Normal
Bravicea,2016,5,60.2,16.1,10.2,22.1,-0.315382,0.201744,0.663855,-0.366871,-0.646895,0.5,-0.866025403784439,0.29,0.2533,0.2733,1.17,40.9,26.0,9.6,-0.4,50.56666666666666,Normal
Bravicea,2016,6,43.8,19.9,14.2,25.3,-1.0781,-0.644208,0.126652,-0.129145,-0.652339,0.0,-1.0,0.33,0.5867,-0.26,-29.4733,60.2,50.6,16.1,4.0,48.29999999999999,Normal
Bravicea,2016,7,75.5,21.0,15.0,26.4,-0.513602,-0.863783,-0.146479,-0.814003,-0.455295,-0.5,-0.866025403784439,-0.91,-0.99,-1.57,8.8033,43.8,40.9,19.9,9.6,59.833333333333336,Normal
Bravicea,2016,8,59.7,20.7,14.8,26.3,-0.821706,-1.094141,-0.632818,-0.562119,-0.406851,-0.866025403784438,-0.5,-0.4267,-0.2167,-0.9167,11.24,75.5,60.2,21.0,16.1,59.666666666666664,Dry
Bravicea,2016,9,56.7,15.7,9.3,21.2,-0.3477,-0.761838,-0.997922,-0.38103,-0.364939,-1.0,-0.0,-0.5233,-0.8867,-0.9933,15.34,59.7,43.8,20.7,19.9,63.96666666666666,Normal
Bravicea,2016,10,11.8,9.7,4.2,13.9,-0.668732,-0.832415,-1.204163,-0.410093,-0.478701,-0.866025403784439,0.5,-0.2733,-0.85,-1.0933,-21.5633,56.7,75.5,15.7,21.0,42.73333333333334,Normal
Bravicea,2016,11,14.0,3.3,-2.3,7.9,0.068132,-0.427574,-1.08014,-0.457788,-0.491765,-0.5,0.866025403784438,-0.6133,-1.12,-1.0067,-26.54,11.8,59.7,9.7,20.7,27.5,Normal
Bravicea,2016,12,4.3,-3.2,-6.7,0.6,0.214643,-0.17173,-0.662082,-0.58522,-0.695884,-0.0,1.0,-2.2133,-1.6267,-2.5267,-31.4033,14.0,56.7,3.3,15.7,10.033333333333333,Normal
Bravicea,2017,1,99.3,-3.7,-7.7,0.2,2.261488,1.161404,0.235347,0.082498,-0.417737,0.5,0.866025403784439,-0.7333,-0.72,-0.8,60.3967,4.3,11.8,-3.2,9.7,39.199999999999996,Wet
Bravicea,2017,2,88.2,-2.4,-7.0,2.4,2.02233,2.050486,1.155072,0.546025,-0.011132,0.866025403784439,0.5,-1.0433,-1.48,-0.3267,58.4033,99.3,14.0,-3.7,3.3,63.93333333333334,Wet
Bravicea,2017,3,34.5,2.0,-2.9,7.1,0.649867,2.248496,1.477673,0.500567,0.222925,1.0,0.0,-1.8133,-1.6533,-1.6933,-1.2467,88.2,4.3,-2.4,-3.2,74.0,Wet
Bravicea,2017,4,52.9,9.9,3.5,16.0,0.195252,1.308441,1.757074,0.578815,0.228913,0.866025403784439,-0.5,-1.16,-1.5833,-1.11,13.1,34.5,99.3,2.0,-3.7,58.53333333333333,Wet
Bravicea,2017,5,120.1,16.7,11.3,22.9,0.91057,0.802634,2.029508,1.002846,0.465147,0.5,-0.866025403784439,0.89,1.3533,1.0733,61.07,52.9,88.2,9.9,-2.4,69.16666666666667,Normal
Bravicea,2017,6,16.0,20.5,14.2,26.4,-1.741709,-0.285438,1.396848,0.773318,0.471135,0.0,-1.0,0.93,0.5867,0.84,-57.2733,120.1,34.5,16.7,2.0,63.0,Normal
Bravicea,2017,7,19.1,21.4,15.7,27.6,-1.771873,-1.180403,0.09251,0.338109,-0.346976,-0.5,-0.866025403784439,-0.51,-0.29,-0.37,-47.5967,16.0,52.9,20.5,9.9,51.73333333333333,Dry
Bravicea,2017,8,88.3,19.9,14.5,26.1,-0.119315,-1.64896,-0.600071,0.581051,0.014451,-0.866025403784438,-0.5,-1.2267,-0.5167,-1.1167,39.84,19.1,120.1,21.4,16.7,41.13333333333333,Dry
Bravicea,2017,9,21.7,16.6,10.1,22.6,-1.198756,-1.401938,-1.197892,0.286688,-0.068285,-1.0,-0.0,0.3767,-0.0867,0.4067,-19.66,88.3,16.0,19.9,20.5,43.03333333333333,Dry
Bravicea,2017,10,13.0,6.6,2.0,13.1,-0.308918,-0.736351,-1.360934,0.41114,0.001388,-0.866025403784439,0.5,-3.3733,-3.05,-1.8933,-20.3633,21.7,19.1,16.6,21.4,41.0,Normal
Bravicea,2017,11,58.2,4.0,-0.8,9.4,0.945044,-0.25211,-1.349786,0.714445,0.188089,-0.5,0.866025403784438,0.0867,0.38,0.4933,17.66,13.0,88.3,6.6,19.9,30.96666666666667,Normal
Bravicea,2017,12,27.1,-3.8,-7.5,0.0,0.705886,0.614427,-0.558265,0.884356,0.219115,-0.0,1.0,-2.8133,-2.4267,-3.1267,-8.6033,58.2,21.7,4.0,16.6,32.76666666666667,Normal
Bravicea,2018,1,88.0,-6.1,-9.7,-1.6,2.018021,1.673092,0.667339,0.800146,0.645316,0.5,0.866025403784439,-3.1333,-2.72,-2.6,49.0967,27.1,13.0,-3.8,6.6,57.76666666666667,Wet
Bravicea,2018,2,43.9,-2.9,-7.2,1.0,1.067854,1.728966,1.051255,0.470013,0.742749,0.866025403784439,0.5,-1.5433,-1.68,-1.7267,14.1033,88.0,58.2,-6.1,4.0,53.0,Wet
Bravicea,2018,3,21.9,6.6,1.6,11.5,-0.117161,1.354512,1.401029,0.204714,0.515769,1.0,0.0,2.7867,2.8467,2.7067,-13.8467,43.9,27.1,-2.9,-3.8,51.26666666666667,Wet
Bravicea,2018,4,15.9,14.4,7.9,19.5,-1.086719,-0.058022,1.149498,-0.238693,0.249053,0.866025403784439,-0.5,3.34,2.8167,2.39,-23.9,21.9,88.0,6.6,-6.1,27.233333333333334,Normal
Bravicea,2018,5,69.9,18.3,12.2,23.6,-0.343391,-0.700082,0.732834,-0.672411,0.241976,0.5,-0.866025403784439,2.49,2.2533,1.7733,10.87,15.9,43.9,14.4,-2.9,35.9,Normal
Bravicea,2018,6,33.9,21.3,15.6,27.3,-1.442223,-1.302933,0.038163,-0.568825,0.149987,0.0,-1.0,1.73,1.9867,1.74,-39.3733,69.9,21.9,18.3,6.6,39.900000000000006,Dry
Bravicea,2018,7,31.8,19.7,14.2,26.3,-1.315103,-1.406839,-1.039727,-0.410839,-0.0525,-0.5,-0.866025403784439,-2.21,-1.79,-1.67,-34.8967,33.9,15.9,21.3,14.4,45.20000000000001,Dry
Bravicea,2018,8,77.8,20.4,14.6,26.7,-0.39941,-1.432326,-1.514222,-0.507717,0.054187,-0.866025403784438,-0.5,-0.7267,-0.4167,-0.5167,29.34,31.8,69.9,19.7,18.3,47.833333333333336,Dry
Bravicea,2018,9,95.6,15.0,9.3,21.4,0.565839,-0.518737,-1.293349,0.102619,0.284978,-1.0,-0.0,-1.2233,-0.8867,-0.7933,54.24,77.8,33.9,20.4,21.3,68.39999999999999,Normal
Bravicea,2018,10,42.6,8.4,3.8,13.7,0.134924,0.140968,-0.898285,0.256134,0.488008,-0.866025403784439,0.5,-1.5733,-1.25,-1.2933,9.2367,95.6,31.8,15.0,19.7,71.99999999999999,Normal
Bravicea,2018,11,14.8,3.7,-0.7,8.8,0.042278,0.341919,-0.773564,-0.056113,0.481477,-0.5,0.866025403784438,-0.2133,0.48,-0.1067,-25.74,42.6,77.8,8.4,20.4,51.0,Normal
Bravicea,2018,12,12.3,-1.8,-5.8,2.1,0.387009,0.260558,-0.182014,-0.166406,0.525022,-0.0,1.0,-0.8133,-0.7267,-1.0267,-23.4033,14.8,95.6,3.7,15.0,23.233333333333334,Normal
Bravicea,2019,1,55.9,-2.0,-6.0,2.2,1.326403,0.802634,0.672216,-0.405622,0.288788,0.5,0.866025403784439,0.9667,0.98,1.2,16.9967,12.3,42.6,-1.8,8.4,27.666666666666668,Normal
Bravicea,2019,2,40.9,-3.5,-6.9,1.1,1.003217,1.239823,1.125808,-0.427979,0.031325,0.866025403784439,0.5,-2.1433,-1.38,-1.6267,11.1033,55.9,14.8,-2.0,3.7,36.36666666666667,Wet
Bravicea,2019,3,19.4,3.2,-1.9,8.3,0.195252,1.152582,1.005965,-0.319922,-0.083526,1.0,0.0,-0.6133,-0.6533,-0.4933,-16.3467,40.9,12.3,-3.5,-1.8,38.73333333333333,Wet
Bravicea,2019,4,20.6,9.4,3.0,15.5,-0.446811,0.34584,0.817839,-0.098591,-0.245733,0.866025403784439,-0.5,-1.66,-2.0833,-1.61,-19.2,19.4,55.9,3.2,-2.0,26.96666666666667,Normal
Bravicea,2019,5,20.8,14.8,9.1,21.6,-1.024236,-0.576571,0.472942,-0.334081,-0.734531,0.5,-0.866025403784439,-1.01,-0.8467,-0.2267,-38.23,20.6,40.9,9.4,-3.5,20.266666666666666,Normal
Bravicea,2019,6,27.3,20.0,14.0,26.0,-1.444378,-1.322538,-0.119305,-0.334826,-0.659415,0.0,-1.0,0.43,0.3867,0.44,-45.9733,20.8,19.4,14.8,3.2,22.900000000000002,Dry
Bravicea,2019,7,39.4,20.3,14.0,26.5,-1.215993,-1.672486,-0.941484,-0.300546,-0.518981,-0.5,-0.866025403784439,-1.61,-1.99,-1.47,-27.2967,27.3,20.6,20.0,9.4,29.166666666666668,Dry
Bravicea,2019,8,4.3,20.7,14.9,26.9,-2.01534,-2.123399,-1.917647,-0.859462,-0.997981,-0.866025403784438,-0.5,-0.4267,-0.1167,-0.3167,-44.16,39.4,20.8,20.3,14.8,23.666666666666668,Dry
Bravicea,2019,9,36.7,15.6,10.2,21.6,-0.767842,-1.815602,-2.2291,-1.320754,-0.889117,-1.0,-0.0,-0.6233,0.0133,-0.5933,-4.66,4.3,27.3,20.7,20.0,26.8,Dry
Bravicea,2019,10,9.7,8.9,3.3,13.6,-0.627795,-1.547995,-2.287628,-1.584562,-0.969676,-0.866025403784439,0.5,-1.0733,-1.75,-1.3933,-23.6633,36.7,39.4,15.6,20.3,16.900000000000002,Dry
Bravicea,2019,11,26.1,2.9,-1.6,8.2,0.371927,-0.461883,-1.836126,-1.470543,-1.114465,-0.5,0.866025403784438,-1.0133,-0.42,-0.7067,-14.44,9.7,4.3,8.9,20.7,24.166666666666668,Normal
Bravicea,2019,12,5.3,-1.6,-6.6,2.4,0.236189,-0.005088,-1.292652,-1.522709,-1.233126,-0.0,1.0,-0.6133,-1.5267,-0.7267,-30.4033,26.1,36.7,2.9,15.6,13.699999999999998,Normal
Bravicea,2020,1,37.5,-4.4,-8.4,0.5,0.929962,0.703629,-0.598677,-1.659829,-1.508007,0.5,0.866025403784439,-1.4333,-1.42,-0.5,-1.4033,5.3,9.7,-1.6,8.9,22.96666666666667,Normal
Bravicea,2020,2,32.8,-1.5,-4.7,2.9,0.828697,0.911441,0.321048,-1.720192,-1.568427,0.866025403784439,0.5,-0.1433,0.82,0.1733,3.0033,37.5,26.1,-4.4,2.9,25.2,Normal
Bravicea,2020,3,29.7,3.4,-1.7,8.2,0.395627,0.983979,0.6973,-1.650887,-1.438879,1.0,0.0,-0.4133,-0.4533,-0.5933,-6.0467,32.8,5.3,-1.5,-1.6,33.333333333333336,Normal
Bravicea,2020,4,48.9,9.9,4.0,16.3,0.109069,0.610506,0.935592,-1.45862,-1.136782,0.866025403784439,-0.5,-1.16,-1.0833,-0.81,9.1,29.7,37.5,3.4,-4.4,37.13333333333333,Normal
Bravicea,2020,5,39.3,18.0,12.1,23.9,-0.970372,-0.207999,0.50151,-1.439989,-1.295179,0.5,-0.866025403784439,2.19,2.1533,2.0733,-19.73,48.9,32.8,9.9,-1.5,39.3,Normal
Bravicea,2020,6,140.4,21.3,14.5,27.7,0.852397,-0.000187,0.700783,-0.645583,-0.71548,0.0,-1.0,1.73,0.8867,2.14,67.1267,39.3,29.7,18.0,3.4,76.2,Normal
Bravicea,2020,7,18.6,21.9,15.9,27.7,-1.83651,-0.885349,-0.193859,-0.860207,-0.847205,-0.5,-0.866025403784439,-0.01,-0.09,-0.27,-48.0967,140.4,48.9,21.3,9.9,66.1,Normal
Bravicea,2020,8,22.9,21.2,15.2,27.2,-1.668453,-1.202948,-1.001405,-0.740226,-1.167808,-0.866025403784438,-0.5,0.0733,0.1833,-0.0167,-25.56,18.6,39.3,21.9,18.0,60.63333333333333,Dry
Bravicea,2020,9,13.9,14.5,9.4,20.6,-1.140583,-2.109675,-1.498197,-0.86915,-1.598908,-1.0,-0.0,-1.7233,-0.7867,-1.5933,-27.46,22.9,140.4,21.2,21.3,18.466666666666665,Dry
Bravicea,2020,10,5.3,8.8,3.5,14.0,-0.711823,-1.597987,-1.763663,-0.898213,-1.812826,-0.866025403784439,0.5,-1.1733,-1.55,-0.9933,-28.0633,13.9,18.6,14.5,21.9,14.033333333333331,Dry
Bravicea,2020,11,78.5,3.1,-2.0,7.8,1.479378,-0.165849,-0.971445,-0.51517,-1.449765,-0.5,0.866025403784438,-0.8133,-0.82,-1.1067,37.96,5.3,22.9,8.8,21.2,32.56666666666667,Normal
Bravicea,2020,12,38.0,-3.2,-7.3,1.3,0.940734,0.781069,-0.942877,-0.271482,-1.309875,-0.0,1.0,-2.2133,-2.2267,-1.8267,2.2967,78.5,13.9,3.1,14.5,40.6,Normal
Briceni,1961,1,14.5,-4.0,-7.3,0.0,0.44436,,,,,0.5,0.866025403784439,-1.04,-0.48,-1.01,-16.0167,,,,,14.5,Normal
Briceni,1961,2,52.9,-2.1,-6.0,1.4,1.296661,,,,,0.866025403784439,0.5,-1.04,-0.8733,-1.5933,20.3967,14.5,,-4.0,,33.7,Normal
Briceni,1961,3,72.0,4.1,-1.4,9.3,1.265587,1.34932,,,,1.0,0.0,-0.0567,-0.5,0.1233,39.6167,52.9,,-2.1,,46.46666666666667,Wet
Briceni,1961,4,12.4,8.7,3.1,15.5,-0.567747,0.896115,,,,0.866025403784439,-0.5,-2.6833,-2.2767,-1.95,-25.4467,72.0,14.5,4.1,-4.0,45.76666666666667,Normal
Briceni,1961,5,80.8,15.5,9.5,21.1,0.195772,0.403154,,,,0.5,-0.866025403784439,-0.2867,-0.2933,-0.6667,12.42,12.4,52.9,8.7,-2.1,55.06666666666666,Normal
Briceni,1961,6,64.4,18.7,12.8,24.6,-0.523357,-0.397908,0.673076,,,0.0,-1.0,-0.9933,-0.8633,-1.05,-8.76,80.8,72.0,15.5,4.1,52.53333333333334,Normal
Briceni,1961,7,55.8,22.8,16.9,28.4,-1.169241,-0.667247,0.162847,,,-0.5,-0.866025403784439,1.3233,1.3933,0.8867,-2.98,64.4,12.4,18.7,8.7,67.0,Normal
Briceni,1961,8,99.7,22.1,16.3,27.8,-0.117182,-0.807383,-0.284216,,,-0.866025403784438,-0.5,0.8233,0.95,0.5567,26.1667,55.8,80.8,22.8,15.5,73.3,Normal
Briceni,1961,9,78.0,17.0,10.9,23.1,-0.03284,-0.587737,-0.694785,,,-1.0,-0.0,1.2933,1.05,1.3833,38.37,99.7,64.4,22.1,18.7,77.83333333333333,Normal
Briceni,1961,10,58.4,7.9,3.1,13.0,0.542019,0.178539,-0.343872,,,-0.866025403784439,0.5,-1.8833,-1.7933,-1.73,23.84,78.0,55.8,17.0,22.8,78.7,Normal
Briceni,1961,11,13.1,3.1,-1.0,8.5,0.069259,0.262024,-0.383876,,,-0.5,0.866025403784438,-1.4667,-0.7133,-0.8933,-30.2867,58.4,99.7,7.9,22.1,49.833333333333336,Normal
Briceni,1961,12,56.3,-3.1,-6.4,1.6,1.372125,0.891145,0.215484,1.016229,,-0.0,1.0,-2.2933,-1.6367,-1.6833,18.28,13.1,78.0,3.1,17.0,42.6,Normal
Briceni,1962,1,21.6,-3.8,-7.4,0.7,0.601947,0.91798,0.775543,1.07419,,0.5,0.866025403784439,-0.84,-0.58,-0.31,-8.9167,56.3,58.4,-3.1,7.9,30.333333333333332,Normal
Briceni,1962,2,5.4,-4.7,-8.3,-0.8,0.242382,0.995502,0.889239,0.686421,,0.866025403784439,0.5,-3.64,-3.1733,-3.7933,-27.1033,21.6,13.1,-3.8,3.1,27.76666666666667,Normal
